	name	skills
74	Mark Terry	"[""young horses training"", ""calibrate electronic instruments"", ""multimedia systems"", ""engineering principles"", ""apply spot welding techniques"", ""analyse production processes for improvement"", ""ensure equipment availability"", ""record test data"", ""position engine on test stand"", ""follow production schedule"", ""assess operating cost"", ""treat flood damage"", ""read engineering drawings"", ""disassemble equipment"", ""disassemble engines""]"
75	Alfred Crosby	"[""implement fin fish feeding regimes"", ""perform test run"", ""pack goods"", ""apply change management"", ""perform machine maintenance"", ""ensure equipment availability"", ""administer prescribed medication"", ""pack goods"", ""supply machine"", ""consult technical resources"", ""manufacturing of sports equipment"", ""provide advice to technicians"", ""sharpen edged tools"", ""work safely with machines"", ""remove inadequate workpieces""]"
76	Eric Farmer	"[""inspect construction supplies"", ""order construction supplies"", ""interpret 2D plans"", ""liaise with managers"", ""footwear finishing techniques"", ""supervise staff"", ""machinery load capacity"", ""inspect construction supplies"", ""keep records of work progress"", ""types of wood"", ""coordinate construction activities"", ""monitor elections"", ""answer requests for quotation"", ""supervise craft activities"", ""identify wood warp""]"
77	Gregory King	"[""develop communicable disease control policies"", ""operate surveying instruments"", ""follow safety procedures when working at heights"", ""snap chalk line"", ""mix concrete"", ""document survey operations"", ""manage venue programme"", ""place concrete forms"", ""monitor stock level"", ""clean particular areas manually"", ""split bricks"", ""building codes"", ""screed concrete"", ""screed concrete"", ""inspect supplied concrete""]"
78	James Silver	"[""ensure refrigeration of food in the supply chain"", ""act reliably"", ""screenwriting theories"", ""follow hygienic procedures during food processing"", ""adapt efficient food processing practices"", ""assist multimedia operator"", ""sort cut parts of carcasses inside cooling compartments"", ""execute chilling processes to food products"", ""follow hygienic procedures during food processing"", ""consider economic criteria in decision making"", ""sell flowers"", ""adapt efficient food processing practices"", ""mark differences in colours"", ""ensure compliance with environmental legislation in food production"", ""liaise with managers""]"
79	Marie Crumb	"[""observe shots"", ""use data processing techniques"", ""prepare equipment for textile printing"", ""sociology"", ""use data processing techniques"", ""write scientific papers"", ""assist police investigations"", ""scientific research methodology"", ""document evidence"", ""apply scientific methods"", ""mathematics"", ""sociology"", ""use data processing techniques"", ""write scientific papers"", ""inspect soap production operating units""]"
80	Stefanie Heath	"[""food and beverage industry"", ""tend glass forming machines"", ""support a designer in the developing process"", ""blood product storage conditions"", ""develop professional network"", ""adjust projector"", ""interpret artistic intentions"", ""adapt to artists' creative demands"", ""adapt existing designs to changed circumstances"", ""plan teamwork"", ""perform quality control of design during a run"", ""keep up with trends"", ""mix live images"", ""promote yourself"", ""adapt existing designs to changed circumstances""]"
81	Angelina Church	"[""ensure compliance with legal requirements"", ""product comprehension"", ""prevent shoplifting"", ""carry out products preparation"", ""characteristics of products"", ""plan aftersales arrangements"", ""prevent shoplifting"", ""post-process of fish"", ""create ceramic objects"", ""prepare alcoholic beverages"", ""train reception staff"", ""plan aftersales arrangements"", ""carry out active selling"", ""fish identification and classification"", ""advise customers on seafood choices""]"
82	Norma Peeler	"[""report chimney defects"", ""prepare extraction proposals"", ""liaise with well test engineers"", ""prepare well formation evaluation programmes"", ""apply safety management"", ""plan medium to long term objectives"", ""fossil fuels"", ""prepared animal feeds"", ""supervise worker safety"", ""report on production results"", ""address problems critically"", ""prepare technical reports"", ""fossil fuels"", ""handle financial transactions"", ""gas market""]"
83	William Mcreynolds	"[""chemical technologies in metal manufacture"", ""chemical processes"", ""corrosion types"", ""advise on legal compliance for participation in financial markets"", ""analyse experimental laboratory data"", ""check deliveries on receipt"", ""analyse experimental laboratory data"", ""alloys of precious metals"", ""innovation processes"", ""test construction material samples"", ""collect final tobacco product"", ""ensure compliance with environmental legislation"", ""conduct metallurgical structural analysis"", ""metal drawing processes"", ""determine characteristics of mineral deposits""]"
84	Sherrell Gonzalez	"[""measure yarn count"", ""covert slivers into thread"", ""comply with optical prescriptions"", ""test physical properties of textiles"", ""use weft preparation technologies"", ""textile technologies"", ""monitor temperature in manufacturing process of food and beverages"", ""evaluate textile characteristics"", ""manufacture staple yarns"", ""test physical properties of textiles"", ""convert textile fibres into sliver"", ""advise on fragrances"", ""evaluate textile characteristics"", ""staple spinning machine technology"", ""staple spinning machine technology""]"
85	Rafael Gravois	"[""install construction profiles"", ""work in a construction team"", ""lay underlayment"", ""install laminate floor"", ""demonstrate products' features"", ""follow health and safety procedures in construction"", ""apply floor adhesive"", ""apply proofing membranes"", ""use sander"", ""interpret 2D plans"", ""football"", ""use sander"", ""create media plan"", ""install construction profiles"", ""provide improvement strategies""]"
86	Melody Walters	"[""use textile finishing machine technologies"", ""research and development in textiles"", ""distinguish accessories"", ""nonwoven machine technology"", ""check quality of products in textile production line"", ""check quality of products in textile production line"", ""radiopharmaceuticals"", ""hire new personnel"", ""watch food product trends"", ""measure yarn count"", ""braiding technology"", ""use textile finishing machine technologies"", ""staple spinning machine technology"", ""nonwoven machine technology"", ""research and development in textiles""]"
87	Donna Lancaster	"[""carry out checks of production plant equipment"", ""follow production schedule"", ""perform sun-cured methods for tobacco"", ""work in a food processing team"", ""dry tobacco leaves"", ""run simulations"", ""perform tobacco leaves conditioning"", ""manufacturing of smoked tobacco products"", ""liaise with managers"", ""dry tobacco leaves"", ""apply requirements concerning manufacturing of food and beverages"", ""lasers"", ""perform tobacco leaves conditioning"", ""organise property viewing"", ""blend tobacco leaves""]"
88	Charles Harris	"[""ensure conformance to jewel design specifications"", ""manipulate dental material"", ""think creatively about jewellery"", ""use jewellery equipment"", ""oversee warehouse value-added activities"", ""health and safety in the workplace"", ""create jewellery"", ""metal smoothing technologies"", ""health and safety in the workplace"", ""check paper quality"", ""think creatively about jewellery"", ""health and safety in the workplace"", ""develop jewellery designs"", ""think creatively about jewellery"", ""develop jewellery designs""]"
